complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
1004,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
1005,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,2
1006,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,4
1007,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
1008,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
1009,Double charged for a service,I noticed that I have been double charged for the same service.,billing,4
1010,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
1011,Expired products,I received products that are past their expiration date.,product_quality,4
1012,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1013,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,1
1014,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,3
1015,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,1
1016,Query about services,I have a query about the services provided by the company.,other,1
1017,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,5
1018,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1019,Expired products,I received products that are past their expiration date.,product_quality,1
1020,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,2
1021,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,4
1022,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,5
1023,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,5
1024,Complaint not listed,My complaint does not fit into any of the listed categories.,other,5
1025,Refund not received,I have not received my refund for a canceled service.,billing,5
1026,Damaged products received,I received damaged products in my delivery.,delivery,4
1027,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,3
1028,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
1029,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,2
1030,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
1031,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
1032,Technical support needed,I require technical support for a problem I am facing.,other,5
1033,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,5
1034,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,3
1035,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,3
1036,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,3
1037,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,1
1038,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,3
1039,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,2
1040,General feedback,I have some general feedback and suggestions for improvement.,other,1
1041,Subscription renewal issue,My subscription was renewed without my authorization.,billing,2
1042,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,2
1043,Expired products,I received products that are past their expiration date.,product_quality,1
1044,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,1
1045,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
1046,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,1
1047,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,1
1048,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,5
1049,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
1050,Damaged products received,I received damaged products in my delivery.,delivery,1
1051,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
1052,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
1053,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,2
1054,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,2
1055,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,4
1056,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,3
1057,Refund not received,I have not received my refund for a canceled service.,billing,3
1058,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,1
1059,Product not as advertised,The product received does not match the description and photos online.,product_quality,5
1060,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,1
1061,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,5
1062,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,1
1063,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,3
1064,Feedback on products,I have feedback and suggestions regarding the products offered.,other,2
1065,Double charged for a service,I noticed that I have been double charged for the same service.,billing,3
1066,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,3
1067,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
1068,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
1069,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
1070,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,3
1071,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,2
1072,Query about services,I have a query about the services provided by the company.,other,5
1073,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,2
1074,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
1075,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,3
1076,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1077,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
1078,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
1079,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1080,General feedback,I have some general feedback and suggestions for improvement.,other,5
1081,Refund not received,I have not received my refund for a canceled service.,billing,5
1082,Incomplete delivery,I received only part of my order in the delivery.,delivery,1
1083,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,4
1084,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,1
1085,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,3
1086,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,1
1087,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,4
1088,Feedback on products,I have feedback and suggestions regarding the products offered.,other,4
1089,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
1090,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,2
1091,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,1
1092,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,3
1093,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,3
1094,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
1095,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1096,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,1
1097,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,2
1098,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,2
1099,Expired products,I received products that are past their expiration date.,product_quality,1
1100,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,2
1101,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,5
1102,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
1103,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1104,Feedback on products,I have feedback and suggestions regarding the products offered.,other,3
1105,Subscription renewal issue,My subscription was renewed without my authorization.,billing,2
1106,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
1107,Product not as advertised,The product received does not match the description and photos online.,product_quality,4
1108,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,2
1109,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,2
1110,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,5
1111,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
1112,Complaint not listed,My complaint does not fit into any of the listed categories.,other,3
1113,Refund not received,I have not received my refund for a canceled service.,billing,4
1114,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
1115,Product missing components,The product is missing some essential components.,product_quality,4
1116,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1117,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
1118,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,2
1119,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
1120,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,5
1121,Payment not processed,My payment for an order was not processed successfully.,billing,2
1122,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
1123,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1124,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
1125,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,3
1126,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,1
1127,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,5
1128,Technical support needed,I require technical support for a problem I am facing.,other,1
1129,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
1130,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1131,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,1
1132,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,3
1133,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
1134,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,4
1135,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,2
1136,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,2
1137,Payment not processed,My payment for an order was not processed successfully.,billing,3
1138,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,1
1139,Defective items,Some of the items I received are defective and unusable.,product_quality,5
1140,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
1141,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
1142,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,5
1143,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
1144,General feedback,I have some general feedback and suggestions for improvement.,other,2
1145,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,3
1146,Damaged products received,I received damaged products in my delivery.,delivery,3
1147,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
1148,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,5
1149,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
1150,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,3
1151,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,3
1152,Technical support needed,I require technical support for a problem I am facing.,other,5
1153,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
1154,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1155,Product missing components,The product is missing some essential components.,product_quality,5
1156,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,1
1157,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,2
1158,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
1159,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
1160,Technical support needed,I require technical support for a problem I am facing.,other,1
1161,Payment not processed,My payment for an order was not processed successfully.,billing,1
1162,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
1163,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1164,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
1165,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,4
1166,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,5
1167,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,2
1168,Technical support needed,I require technical support for a problem I am facing.,other,3
1169,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
1170,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
1171,Product not as advertised,The product received does not match the description and photos online.,product_quality,3
1172,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,1
1173,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,2
1174,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
1175,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,5
1176,Feedback on products,I have feedback and suggestions regarding the products offered.,other,5
1177,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
1178,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,5
1179,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,2
1180,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
1181,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
1182,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,5
1183,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
1184,Technical support needed,I require technical support for a problem I am facing.,other,5
1185,Payment not processed,My payment for an order was not processed successfully.,billing,3
1186,Incorrect delivery address,The delivery was made to the wrong address.,delivery,3
1187,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,4
1188,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,4
1189,Login issues,I am unable to log in to my account on the website.,website_issues,1
1190,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
1191,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,5
1192,Complaint not listed,My complaint does not fit into any of the listed categories.,other,2
1193,Late billing statement,"I received my billing statement late, causing confusion.",billing,4
1194,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,1
1195,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,4
1196,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
1197,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,4
1198,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,1
1199,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1200,Complaint not listed,My complaint does not fit into any of the listed categories.,other,5
1201,Subscription renewal issue,My subscription was renewed without my authorization.,billing,1
1202,Damaged products received,I received damaged products in my delivery.,delivery,1
1203,Expired products,I received products that are past their expiration date.,product_quality,3
1204,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,5
1205,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
1206,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
1207,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
1208,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,2
1209,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
1210,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
1211,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,3
1212,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,4
1213,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,1
1214,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,3
1215,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,2
1216,Feedback on products,I have feedback and suggestions regarding the products offered.,other,2
1217,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,2
1218,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
1219,Product missing components,The product is missing some essential components.,product_quality,2
1220,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,5
1221,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,2
1222,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
1223,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
1224,Feedback on products,I have feedback and suggestions regarding the products offered.,other,4
1225,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,4
1226,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,4
1227,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,5
1228,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,2
1229,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,1
1230,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
1231,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,4
1232,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
1233,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
1234,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
1235,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,3
1236,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,5
1237,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,5
1238,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,4
1239,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
1240,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
1241,Double charged for a service,I noticed that I have been double charged for the same service.,billing,1
1242,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1243,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
1244,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,2
1245,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,3
1246,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
1247,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,5
1248,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
1249,Double charged for a service,I noticed that I have been double charged for the same service.,billing,2
1250,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,5
1251,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,2
1252,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
1253,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,3
1254,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,3
1255,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,4
1256,Feedback on products,I have feedback and suggestions regarding the products offered.,other,1
1257,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
1258,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
1259,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,3
1260,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,2
1261,Login issues,I am unable to log in to my account on the website.,website_issues,3
1262,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,5
1263,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,2
1264,Feedback on products,I have feedback and suggestions regarding the products offered.,other,3
1265,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,2
1266,Damaged products received,I received damaged products in my delivery.,delivery,3
1267,Defective items,Some of the items I received are defective and unusable.,product_quality,2
1268,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1269,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,2
1270,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,1
1271,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
1272,Account-related issue,I have an issue related to my account or user profile.,other,2
1273,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
1274,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,5
1275,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,4
1276,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1277,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
1278,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
1279,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,4
1280,Technical support needed,I require technical support for a problem I am facing.,other,4
1281,Double charged for a service,I noticed that I have been double charged for the same service.,billing,2
1282,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
1283,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
1284,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
1285,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,5
1286,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,5
1287,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
1288,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,1
1289,Refund not received,I have not received my refund for a canceled service.,billing,5
1290,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
1291,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
1292,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,1
1293,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,5
1294,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,5
1295,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,1
1296,Query about services,I have a query about the services provided by the company.,other,1
1297,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,2
1298,Wrong item delivered,I received a different item than what I ordered.,delivery,1
1299,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
1300,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,4
1301,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,3
1302,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,2
1303,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,5
1304,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
1305,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
1306,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,3
1307,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,1
1308,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
1309,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,2
1310,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,1
1311,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,3
1312,Account-related issue,I have an issue related to my account or user profile.,other,4
1313,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,2
1314,Wrong item delivered,I received a different item than what I ordered.,delivery,5
1315,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,5
1316,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
1317,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,2
1318,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
1319,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,4
1320,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
1321,Double charged for a service,I noticed that I have been double charged for the same service.,billing,1
1322,Incorrect delivery address,The delivery was made to the wrong address.,delivery,3
1323,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,5
1324,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,4
1325,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,2
1326,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,4
1327,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,5
1328,Account-related issue,I have an issue related to my account or user profile.,other,4
1329,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
1330,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1331,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,2
1332,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,4
1333,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,3
1334,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
1335,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,4
1336,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,2
1337,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,2
1338,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,1
1339,Product missing components,The product is missing some essential components.,product_quality,2
1340,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,2
1341,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,3
1342,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,3
1343,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,1
1344,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,5
1345,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
1346,Missing items in delivery,Some items are missing from the delivery package.,delivery,4
1347,Expired products,I received products that are past their expiration date.,product_quality,2
1348,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
1349,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
1350,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
1351,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
1352,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
1353,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,5
1354,Incomplete delivery,I received only part of my order in the delivery.,delivery,3
1355,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,5
1356,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,2
1357,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,3
1358,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
1359,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
1360,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,5
1361,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
1362,Incorrect delivery address,The delivery was made to the wrong address.,delivery,3
1363,Defective items,Some of the items I received are defective and unusable.,product_quality,2
1364,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,1
1365,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,5
1366,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
1367,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,1
1368,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,1
1369,Subscription renewal issue,My subscription was renewed without my authorization.,billing,1
1370,Damaged products received,I received damaged products in my delivery.,delivery,3
1371,Product missing components,The product is missing some essential components.,product_quality,1
1372,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,1
1373,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,1
1374,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,3
1375,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,1
1376,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
1377,Payment not processed,My payment for an order was not processed successfully.,billing,1
1378,Damaged products received,I received damaged products in my delivery.,delivery,1
1379,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,1
1380,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,4
